Month,Day,Hour,Count
11,2,13,82
11,2,14,63
11,2,15,65
11,2,16,64
11,2,17,71
11,2,18,108
11,2,19,110
11,2,20,102
11,2,21,64
11,2,22,78
11,2,23,69
11,3,0,69
11,3,1,51
11,3,2,41
11,3,3,18
11,3,4,27
11,3,5,51
11,3,6,49
11,3,7,83
11,3,8,60
11,3,9,79
11,3,10,68
11,3,11,50
11,3,12,66
11,3,13,140
11,3,14,116
11,3,15,152
11,3,16,92
11,3,17,130
11,3,18,120
11,3,19,137
11,3,20,127
11,3,21,109
11,3,22,76
11,3,23,59
11,4,0,49
11,4,1,38
11,4,2,38
11,4,3,39
11,4,4,23
11,4,5,57
11,4,6,91
11,4,7,130
11,4,8,134
11,4,9,96
11,4,10,61
11,4,11,60
11,4,12,235
11,4,13,209
11,4,14,120
11,4,15,157
11,4,16,143
11,4,17,170
11,4,18,222
11,4,19,232
11,4,20,207
11,4,21,169
11,4,22,114
11,4,23,118
11,5,0,52
11,5,1,51
11,5,2,28
11,5,3,23
11,5,4,13
11,5,5,14
11,5,6,16
11,5,7,19
11,5,8,30
11,5,9,63
11,5,10,51
11,5,11,83
11,5,12,70
11,5,13,117
11,5,14,169
11,5,15,174
11,5,16,127
11,5,17,150
11,5,18,136
11,5,19,145
11,5,20,154
11,5,21,142
11,5,22,132
11,5,23,120
11,6,0,94
11,6,1,99
11,6,2,88
11,6,3,47
11,6,4,32
11,6,5,16
11,6,6,50
11,6,7,58
11,6,8,80
11,6,9,75
11,6,10,85
11,6,11,146
11,6,12,80
11,6,13,71
11,6,14,80
11,6,15,69
11,6,16,73
11,6,17,78
11,6,18,77
11,6,19,86
11,6,20,43
11,6,21,43
11,6,22,36
11,6,23,37
12,0,0,66
12,0,1,49
12,0,2,40
12,0,3,15
12,0,4,28
12,0,5,39
12,0,6,54
12,0,7,75
12,0,8,182
12,0,9,180
12,0,10,110
12,0,11,94
12,0,12,135
12,0,13,166
12,0,14,129
12,0,15,131
12,0,16,121
12,0,17,152
12,0,18,171
12,0,19,226
12,0,20,192
12,0,21,124
12,0,22,97
12,0,23,87
12,1,0,54
12,1,1,23
12,1,2,32
12,1,3,33
12,1,4,31
12,1,5,25
12,1,6,38
12,1,7,108
12,1,8,165
12,1,9,153
12,1,10,66
12,1,11,91
12,1,12,114
12,1,13,143
12,1,14,96
12,1,15,102
12,1,16,76
12,1,17,96
12,1,18,181
12,1,19,194
12,1,20,166
12,1,21,112
12,1,22,92
12,1,23,65
12,2,0,58
12,2,1,30
12,2,2,6
12,2,3,21
12,2,4,19
12,2,5,42
12,2,6,40
12,2,7,100
12,2,8,119
12,2,9,95
12,2,10,60
12,2,11,65
12,2,12,128
12,2,13,132
12,2,14,87
12,2,15,102
12,2,16,101
12,2,17,125
12,2,18,183
12,2,19,173
12,2,20,159
12,2,21,156
12,2,22,108
12,2,23,83
12,3,0,73
12,3,1,66
12,3,2,40
12,3,3,50
12,3,4,29
12,3,5,58
12,3,6,63
12,3,7,109
12,3,8,134
12,3,9,118
12,3,10,84
12,3,11,90
12,3,12,108
12,3,13,139
12,3,14,80
12,3,15,65
12,3,16,94
12,3,17,119
12,3,18,145
12,3,19,170
12,3,20,117
12,3,21,64
12,3,22,59
12,3,23,46
12,4,0,33
12,4,1,24
12,4,2,19
12,4,3,22
12,4,4,25
12,4,5,42
12,4,6,74
12,4,7,109
12,4,8,170
12,4,9,152
12,4,10,116
12,4,11,94
12,4,12,149
12,4,13,215
12,4,14,156
12,4,15,155
12,4,16,148
12,4,17,161
12,4,18,199
12,4,19,258
12,4,20,218
12,4,21,172
12,4,22,177
12,4,23,103
12,5,0,141
12,5,1,121
12,5,2,87
12,5,3,69
12,5,4,31
12,5,5,38
12,5,6,42
12,5,7,71
12,5,8,94
12,5,9,138
12,5,10,148
12,5,11,198
12,5,12,190
12,5,13,261
12,5,14,226
12,5,15,257
12,5,16,209
12,5,17,197
12,5,18,195
12,5,19,209
12,5,20,217
12,5,21,178
12,5,22,192
12,5,23,149
12,6,0,151
12,6,1,124
12,6,2,99
12,6,3,94
12,6,4,46
12,6,5,37
12,6,6,49
12,6,7,62
12,6,8,95
12,6,9,93
12,6,10,127
12,6,11,161
12,6,12,205
12,6,13,195
12,6,14,167
12,6,15,163
12,6,16,117
12,6,17,125
12,6,18,129
12,6,19,146
12,6,20,136
12,6,21,91
12,6,22,100
12,6,23,59
